UF,Sexo,Idade,Cor,Anos de Estudo,Renda,Altura
Pernambuco,Mulher,49,Parda,5,2200,1.728632858
Pernambuco,Mulher,32,Negra,1,350,1.772175587
Pernambuco,Mulher,47,Parda,4,150,1.714362304
Pernambuco,Mulher,70,Parda,1,209,1.651859905
Pernambuco,Mulher,54,Negra,1,135,1.735823875
Pernambuco,Mulher,37,Parda,3,219,1.74584296
Pernambuco,Mulher,50,Branca,1,72,1.726922902
Pernambuco,Mulher,56,Negra,1,40,1.831807181
Pernambuco,Mulher,69,Branca,1,134,1.694301492
Pernambuco,Homem,66,Parda,15,0,1.702313794
Pernambuco,Mulher,51,Branca,1,350,1.640596644
Pernambuco,Mulher,58,Parda,1,60,1.693277717
Pernambuco,Homem,48,Parda,5,80,1.516111356
Pernambuco,Homem,47,Parda,12,784,1.614604388
Pernambuco,Mulher,47,Parda,1,300,1.616225027
Pernambuco,Mulher,54,Parda,1,500,1.745594318
Pernambuco,Mulher,22,Parda,1,150,1.730303582
Pernambuco,Mulher,47,Parda,1,400,1.738248828
Pernambuco,Mulher,62,Parda,1,1300,1.733495043
Pernambuco,Mulher,41,Parda,1,1800,1.685991458
Pernambuco,Homem,26,Parda,6,150,1.691751471
Pernambuco,Homem,29,Branca,6,200,1.732995936
Pernambuco,Mulher,23,Parda,9,400,1.855995331
Pernambuco,Mulher,60,Parda,1,300,1.684434217
Pernambuco,Mulher,62,Negra,1,25,1.598854501
Pernambuco,Mulher,60,Negra,1,150,1.805823672
Pernambuco,Homem,55,Parda,12,788,1.590764209
Pernambuco,Mulher,64,Branca,1,734,1.739887699
Pernambuco,Mulher,48,Parda,1,88,1.717955353
Pernambuco,Homem,47,Parda,6,0,1.670748103
Pernambuco,Mulher,31,Parda,16,417,1.605130143
Pernambuco,Mulher,57,Parda,6,500,1.755556091
Pernambuco,Mulher,72,Parda,1,565,1.57612114
Pernambuco,Homem,50,Parda,4,0,1.74799494
Pernambuco,Mulher,51,Parda,2,125,1.889678854
Pernambuco,Homem,51,Branca,6,0,1.712788285
Pernambuco,Mulher,41,Parda,9,500,1.621580395
Pernambuco,Mulher,60,Parda,5,417,1.608239682
Pernambuco,Mulher,42,Branca,5,150,1.794693754
Pernambuco,Mulher,30,Parda,12,600,1.745540065
Pernambuco,Mulher,35,Parda,12,788,1.793545227
Pernambuco,Mulher,36,Parda,4,117,1.693965464
Pernambuco,Mulher,45,Branca,5,128,1.684637853
Pernambuco,Mulher,21,Parda,11,0,1.670462925
Pernambuco,Mulher,42,Parda,4,148,1.776597555
Pernambuco,Mulher,38,Parda,5,42,1.660303235
Pernambuco,Mulher,27,Parda,12,200,1.767090608
Pernambuco,Mulher,50,Branca,2,1000,1.484505896
Pernambuco,Mulher,31,Branca,8,400,1.7643287
Pernambuco,Mulher,47,Branca,1,350,1.66178094
Pernambuco,Mulher,36,Parda,10,600,1.611980878
Pernambuco,Mulher,42,Parda,5,500,1.694084743
Pernambuco,Mulher,54,Branca,1,350,1.587301529
Pernambuco,Homem,57,Parda,2,788,1.848937798
Pernambuco,Mulher,47,Parda,1,900,1.709661844
Pernambuco,Mulher,36,Parda,11,5500,1.697472232
Pernambuco,Mulher,50,Parda,5,600,1.687051473
Pernambuco,Mulher,41,Branca,12,550,1.848945392
Pernambuco,Mulher,34,Parda,12,1000,1.658579409
Pernambuco,Mulher,38,Parda,5,788,1.678780529
Pernambuco,Homem,48,Parda,1,500,1.812564752
Pernambuco,Homem,59,Parda,1,600,1.58460269
Pernambuco,Mulher,57,Branca,1,80,1.80946469
Pernambuco,Mulher,19,Parda,1,87,1.602255585
Pernambuco,Homem,58,Parda,9,1218,1.73534354
Pernambuco,Mulher,43,Parda,1,105,1.752413111
Pernambuco,Mulher,37,Branca,5,78,1.855045903
Pernambuco,Mulher,49,Parda,1,135,1.835413826
Pernambuco,Mulher,36,Parda,1,84,1.727157406
Pernambuco,Mulher,50,Branca,7,105,1.581656026
Pernambuco,Mulher,46,Parda,1,175,1.612350984
Pernambuco,Mulher,24,Branca,1,96,1.721074191
Pernambuco,Homem,85,Branca,1,0,1.7386861
Pernambuco,Homem,46,Parda,4,0,1.625241482
Pernambuco,Mulher,18,Branca,8,108,1.764501882
Pernambuco,Mulher,35,Branca,1,96,1.866740328
Pernambuco,Mulher,62,Parda,1,148,1.845959018
Pernambuco,Mulher,62,Branca,1,108,1.743138402
Pernambuco,Mulher,31,Parda,1,115,1.655158569
Pernambuco,Mulher,30,Branca,4,85,1.681964843
Pernambuco,Mulher,35,Parda,2,83,1.844732093
Pernambuco,Mulher,26,Branca,12,4000,1.678683797
Pernambuco,Mulher,26,Parda,5,95,1.686880201
Pernambuco,Mulher,37,Parda,1,125,1.569847132
Pernambuco,Mulher,46,Parda,1,166,1.721133092
Pernambuco,Mulher,56,Parda,12,370,1.722380706
Pernambuco,Mulher,34,Parda,1,700,1.582156789
Pernambuco,Mulher,39,Branca,1,146,1.69440759
Pernambuco,Homem,49,Branca,16,1100,1.775428738
Pernambuco,Mulher,44,Parda,13,788,1.817175502
Pernambuco,Mulher,37,Parda,9,900,1.724484966
Pernambuco,Mulher,58,Negra,3,800,1.689325295
Pernambuco,Mulher,39,Parda,16,4000,1.561233736
Pernambuco,Mulher,56,Parda,1,400,1.576609975
Pernambuco,Mulher,41,Parda,16,2700,1.792366832
Pernambuco,Mulher,48,Branca,5,2000,1.815627068
Pernambuco,Homem,64,Parda,13,600,1.563504239
Pernambuco,Homem,49,Parda,15,1200,1.515192451
Pernambuco,Mulher,50,Negra,13,1100,1.663128126
Pernambuco,Homem,82,Negra,4,0,1.770925319
Pernambuco,Mulher,54,Parda,11,850,1.788590274
Pernambuco,Mulher,33,Parda,5,500,1.634264989
Pernambuco,Mulher,25,Parda,12,1100,1.761812953
Pernambuco,Mulher,40,Parda,6,600,1.823588193
Pernambuco,Mulher,30,Parda,6,200,1.636873601
Pernambuco,Homem,35,Parda,16,1500,1.773855892
Pernambuco,Homem,59,Negra,16,1001,1.40756358
Pernambuco,Mulher,36,Negra,10,900,1.772078558
Pernambuco,Mulher,40,Parda,5,800,1.714725516
Pernambuco,Mulher,62,Parda,1,100,1.777558578
Pernambuco,Mulher,30,Parda,10,900,1.687068922
Pernambuco,Homem,51,Negra,4,450,1.639154921
Pernambuco,Mulher,30,Parda,11,788,1.61595252
Pernambuco,Mulher,26,Parda,12,900,1.640581124
Pernambuco,Mulher,30,Parda,3,400,1.750825676
Pernambuco,Mulher,44,Parda,10,800,1.707967662
Pernambuco,Homem,48,Branca,5,0,1.744700676
Pernambuco,Mulher,35,Negra,16,800,1.577273082
Pernambuco,Homem,40,Parda,13,1500,1.852802484
Pernambuco,Mulher,79,Negra,1,200,1.617796767
Pernambuco,Mulher,53,Parda,7,180,1.634390201
Pernambuco,Mulher,30,Branca,10,350,1.871000661
Pernambuco,Mulher,55,Parda,1,150,1.568733294
Pernambuco,Mulher,32,Parda,3,700,1.58423061
Pernambuco,Mulher,31,Parda,4,1400,1.763385295
Pernambuco,Homem,52,Branca,9,100,1.7763702
Pernambuco,Mulher,58,Parda,1,300,1.741786161
Pernambuco,Mulher,66,Parda,5,800,1.744934718
Pernambuco,Mulher,60,Parda,1,200,1.702643854
Pernambuco,Mulher,34,Branca,4,150,1.719470313
Pernambuco,Mulher,49,Parda,7,1000,1.764258879
Pernambuco,Mulher,30,Parda,2,600,1.785671012
Pernambuco,Mulher,53,Parda,6,788,1.694210261
Pernambuco,Mulher,23,Parda,7,400,1.550263555
Pernambuco,Mulher,31,Branca,10,788,1.742047784
Pernambuco,Mulher,39,Parda,1,800,1.678666615
Pernambuco,Mulher,45,Parda,1,80,1.701964135
Pernambuco,Mulher,73,Parda,2,0,1.557259552
Pernambuco,Homem,56,Parda,3,100,1.735938599
Pernambuco,Mulher,45,Parda,5,350,1.755395262
Pernambuco,Mulher,49,Parda,3,1050,1.692011289
Pernambuco,Homem,23,Parda,5,70,1.735391442
Pernambuco,Mulher,47,Parda,5,300,1.597901669
Pernambuco,Mulher,63,Branca,3,45,1.740955069
Pernambuco,Mulher,34,Parda,10,31,1.72702017
Pernambuco,Mulher,73,Parda,1,50,1.716491039
Pernambuco,Mulher,68,Parda,1,20,1.700143185
Pernambuco,Mulher,62,Parda,1,0,1.650738262
Pernambuco,Homem,46,Parda,5,40,1.776233639
Pernambuco,Mulher,57,Branca,2,41,1.690406384
Pernambuco,Mulher,33,Parda,3,500,1.691155804
Pernambuco,Mulher,40,Parda,1,39,1.557306165
Pernambuco,Mulher,76,Parda,1,0,1.70566858
Pernambuco,Mulher,41,Parda,1,50,1.761937328
Pernambuco,Mulher,56,Parda,1,38,1.786451829
Pernambuco,Mulher,45,Parda,1,62,1.735744698
Pernambuco,Homem,54,Parda,2,20,1.649959321
Pernambuco,Mulher,45,Branca,5,960,1.696326586
Pernambuco,Homem,65,Parda,2,45,1.670366557
Pernambuco,Mulher,56,Branca,1,278,1.601167751
Pernambuco,Mulher,31,Parda,5,13,1.679547144
Pernambuco,Mulher,52,Parda,5,45,1.575789038
Pernambuco,Mulher,46,Parda,1,40,1.600055358
Pernambuco,Mulher,79,Branca,4,0,1.798524406
Pernambuco,Mulher,65,Parda,1,500,1.539536248
Pernambuco,Mulher,88,Parda,1,0,1.675378642
Pernambuco,Mulher,84,Parda,1,0,1.779671825
Pernambuco,Homem,78,Negra,1,0,1.586338027
Pernambuco,Mulher,58,Branca,3,35,1.686150569
Pernambuco,Homem,55,Parda,3,150,1.739022603
Pernambuco,Homem,49,Parda,5,3000,1.761987143
Pernambuco,Mulher,47,Negra,12,500,1.689740224
Pernambuco,Homem,45,Parda,5,100,1.658946785
Pernambuco,Mulher,45,Parda,2,60,1.58347587
Pernambuco,Mulher,57,Branca,8,50,1.680981313
Pernambuco,Mulher,61,Branca,4,0,1.675546791
Pernambuco,Mulher,70,Parda,1,0,1.752478404
Pernambuco,Mulher,34,Parda,12,788,1.860936741
Pernambuco,Mulher,68,Parda,1,0,1.633179225
Pernambuco,Mulher,73,Branca,1,165,1.584338103
Pernambuco,Mulher,24,Parda,5,14,1.86934799
Pernambuco,Mulher,66,Branca,1,114,1.72197931
Pernambuco,Mulher,42,Parda,1,112,1.77630065
Pernambuco,Mulher,44,Parda,1,205,1.757815854
Pernambuco,Mulher,59,Parda,5,145,1.552058874
Pernambuco,Mulher,38,Parda,1,280,1.73239987
Pernambuco,Mulher,32,Parda,8,239,1.756529022
Pernambuco,Mulher,46,Parda,5,600,1.601087889
Pernambuco,Mulher,29,Parda,9,58,1.656075637
Pernambuco,Mulher,58,Parda,1,74,1.589052874
Pernambuco,Homem,28,Parda,7,400,1.709673802
Pernambuco,Mulher,54,Parda,6,800,1.657499237
Pernambuco,Mulher,26,Negra,5,788,1.529376474
Pernambuco,Homem,38,Parda,2,200,1.734666723
Pernambuco,Homem,29,Parda,12,1200,1.784710875
Pernambuco,Homem,50,Parda,11,400,1.848282062
Pernambuco,Mulher,52,Parda,9,788,1.735247571
Pernambuco,Homem,59,Parda,2,600,1.81686965
Pernambuco,Homem,28,Parda,12,788,1.665306658
Pernambuco,Mulher,34,Parda,4,788,1.830192039
Pernambuco,Mulher,56,Parda,9,1000,1.578663568
Pernambuco,Mulher,47,Parda,7,800,1.63857924
Pernambuco,Homem,42,Parda,8,250,1.738237222
Pernambuco,Homem,30,Parda,11,788,1.816400401
Pernambuco,Mulher,63,Parda,5,788,1.699100407
Pernambuco,Homem,57,Branca,9,700,1.579151659
Pernambuco,Mulher,52,Negra,9,800,1.717117404
Pernambuco,Mulher,39,Parda,6,4500,1.644385662
Pernambuco,Mulher,31,Branca,16,1250,1.650278278
Pernambuco,Homem,35,Parda,7,400,1.742982989
Pernambuco,Mulher,30,Negra,12,5000,1.74910578
Pernambuco,Mulher,49,Parda,3,1074,1.796011572
Pernambuco,Mulher,55,Parda,6,1200,1.609424156
Pernambuco,Mulher,28,Parda,9,400,1.641618544
Pernambuco,Homem,46,Parda,12,788,1.666978531
Pernambuco,Mulher,22,Parda,10,850,1.557760487
Pernambuco,Mulher,32,Parda,1,800,1.649312498
Pernambuco,Homem,29,Parda,16,810,1.665058606
Pernambuco,Mulher,56,Branca,5,900,1.717124408
Pernambuco,Mulher,42,Parda,6,800,1.674954201
Pernambuco,Homem,54,Branca,12,788,1.694093915
Pernambuco,Mulher,44,Parda,9,1200,1.668491474
Pernambuco,Homem,47,Parda,12,788,1.831596636
Pernambuco,Mulher,61,Parda,1,800,1.671288781
Pernambuco,Mulher,55,Parda,9,850,1.719857345
Pernambuco,Homem,52,Branca,16,2470,1.785451281
Pernambuco,Mulher,33,Parda,12,788,1.644562493
Pernambuco,Mulher,69,Parda,12,800,1.685694303
Pernambuco,Mulher,38,Parda,2,1100,1.674091882
Pernambuco,Mulher,33,Parda,10,992,1.591970812
Pernambuco,Homem,32,Parda,1,730,1.638555758
Pernambuco,Mulher,40,Parda,9,788,1.643204984
Pernambuco,Homem,42,Parda,6,400,1.576072706
Pernambuco,Mulher,35,Parda,9,850,1.464737087
Pernambuco,Mulher,37,Parda,16,2000,1.726473687
Pernambuco,Homem,39,Parda,6,830,1.746168765
Pernambuco,Homem,24,Parda,12,150,1.829467893
Pernambuco,Mulher,57,Branca,1,600,1.763917825
Pernambuco,Mulher,45,Parda,5,400,1.738542948
Pernambuco,Homem,52,Parda,1,2000,1.836936913
Pernambuco,Mulher,21,Parda,5,800,1.704455132
Pernambuco,Mulher,49,Branca,13,1570,1.804156016
Pernambuco,Mulher,37,Parda,12,1500,1.694915961
Pernambuco,Mulher,64,Parda,7,900,1.593343097
Pernambuco,Mulher,63,Branca,7,160,1.692817099
Pernambuco,Mulher,47,Branca,3,2250,1.548822686
Pernambuco,Homem,24,Parda,16,700,1.702196466
Pernambuco,Mulher,47,Parda,10,1500,1.70733062
Pernambuco,Homem,32,Branca,16,4600,1.540748416
Pernambuco,Mulher,46,Parda,4,1576,1.600621671
Pernambuco,Mulher,32,Negra,3,1600,1.81206998
Pernambuco,Mulher,52,Parda,11,1000,1.919535056
Pernambuco,Mulher,69,Parda,1,8,1.455055378
Pernambuco,Homem,40,Branca,3,0,1.889875516
Pernambuco,Mulher,28,Branca,12,788,1.711879883
Pernambuco,Mulher,36,Parda,9,192,1.705435205
Pernambuco,Mulher,31,Parda,3,0,1.847393607
Pernambuco,Mulher,54,Parda,1,0,1.685312135
Pernambuco,Mulher,72,Parda,1,25,1.812106175
Pernambuco,Homem,28,Parda,11,75,1.617558583
Pernambuco,Homem,24,Parda,10,31,1.781756155
Pernambuco,Mulher,46,Parda,3,30,1.720608575
Pernambuco,Mulher,49,Parda,12,20,1.794458736
Pernambuco,Homem,49,Negra,2,8,1.650630252
Pernambuco,Homem,25,Negra,12,788,1.622593244
Pernambuco,Mulher,31,Branca,5,1300,1.706066095
Pernambuco,Homem,35,Negra,2,640,1.720948709
Pernambuco,Homem,41,Negra,5,788,1.64476694
Pernambuco,Homem,64,Parda,16,17000,1.733139989
Pernambuco,Mulher,49,Branca,9,1200,1.822116693
Pernambuco,Mulher,19,Parda,12,800,1.67433418
Pernambuco,Mulher,29,Branca,8,788,1.790796658
Pernambuco,Mulher,21,Parda,4,1200,1.58987799
Pernambuco,Homem,24,Parda,9,788,1.698451797
Pernambuco,Homem,29,Parda,12,550,1.664424615
Pernambuco,Mulher,46,Parda,16,2000,1.737975333
Pernambuco,Mulher,48,Branca,6,800,1.644872617
Pernambuco,Mulher,59,Parda,1,50,1.64801545
Pernambuco,Mulher,34,Parda,12,1300,1.735539797
Pernambuco,Mulher,57,Parda,3,350,1.822541561
Pernambuco,Homem,72,Parda,1,100,1.510315692
Pernambuco,Mulher,52,Parda,4,500,1.665059451
Pernambuco,Mulher,43,Branca,5,810,1.64046179
Pernambuco,Homem,43,Parda,6,0,1.694151506
Pernambuco,Mulher,47,Branca,3,788,1.734852717
Pernambuco,Mulher,38,Branca,4,6000,1.648882208
Pernambuco,Mulher,57,Parda,8,600,1.661528884
Pernambuco,Mulher,40,Parda,3,600,1.763701349
Pernambuco,Homem,64,Parda,2,360,1.606313952
Pernambuco,Homem,45,Branca,3,200,1.755601392
Pernambuco,Mulher,33,Parda,1,100,1.683142666
Pernambuco,Mulher,66,Parda,1,50,1.584614453
Pernambuco,Mulher,50,Parda,1,800,1.616995328
Pernambuco,Mulher,80,Branca,1,0,1.681948335
Pernambuco,Mulher,27,Parda,12,788,1.681658538
Pernambuco,Mulher,33,Parda,12,1700,1.792803619
Pernambuco,Mulher,30,Parda,16,6000,1.800138868
Pernambuco,Mulher,20,Parda,9,600,1.60714073
Pernambuco,Homem,76,Parda,1,0,1.79446737
Pernambuco,Mulher,71,Branca,1,183,1.748121325
Pernambuco,Mulher,40,Parda,1,46,1.712721385
Pernambuco,Homem,67,Parda,1,0,1.679354403
Pernambuco,Mulher,50,Parda,3,113,1.760327455
Pernambuco,Mulher,39,Parda,14,788,1.562602919
Pernambuco,Mulher,53,Parda,1,300,1.869448283
Pernambuco,Mulher,32,Parda,5,57,1.806856885
Pernambuco,Mulher,39,Parda,3,125,1.695179054
Pernambuco,Mulher,63,Parda,1,0,1.76071253
Pernambuco,Mulher,52,Parda,1,0,1.739966733
Pernambuco,Mulher,51,Parda,1,100,1.775700102
Pernambuco,Mulher,24,Parda,3,60,1.824279965
Pernambuco,Mulher,73,Parda,1,0,1.808632638
Pernambuco,Mulher,29,Parda,9,840,1.668988811
Pernambuco,Mulher,38,Parda,9,1600,1.725187588
Pernambuco,Mulher,45,Parda,12,500,1.727941961
Pernambuco,Mulher,40,Parda,1,1400,1.734244421
Pernambuco,Homem,69,Parda,3,100,1.742118462
Pernambuco,Mulher,38,Branca,15,1800,1.722488004
Pernambuco,Homem,32,Parda,15,4538,1.63969687
Pernambuco,Mulher,35,Parda,2,400,1.783849383
Pernambuco,Mulher,55,Branca,4,369,1.620949193
Pernambuco,Mulher,33,Branca,1,6,1.756392948
Pernambuco,Mulher,41,Parda,1,500,1.635794346
Pernambuco,Mulher,44,Parda,1,75,1.716688649
Pernambuco,Mulher,58,Parda,1,19,1.61595497
Pernambuco,Mulher,45,Parda,5,900,1.601824848
Pernambuco,Mulher,55,Parda,1,900,1.646381015
Pernambuco,Mulher,47,Parda,3,38,1.711385632
Pernambuco,Mulher,49,Parda,1,70,1.58325751
Pernambuco,Mulher,29,Parda,5,13,1.785394963
Pernambuco,Mulher,47,Parda,4,1000,1.690310069
Pernambuco,Mulher,22,Parda,8,80,1.614186944
Pernambuco,Mulher,47,Parda,2,800,1.690109531
Pernambuco,Mulher,37,Parda,16,900,1.769607271
Pernambuco,Mulher,35,Negra,6,788,1.631754128
Pernambuco,Mulher,32,Parda,11,1000,1.650144267
Pernambuco,Homem,30,Negra,10,0,1.58933066
Pernambuco,Homem,50,Parda,16,788,1.729270284
Pernambuco,Homem,39,Parda,16,2800,1.516678483
Pernambuco,Mulher,54,Branca,7,500,1.799608274
Pernambuco,Mulher,29,Parda,12,788,1.715660957
Pernambuco,Homem,21,Parda,12,100,1.612522584
Pernambuco,Mulher,31,Parda,3,900,1.692050687
Pernambuco,Mulher,29,Parda,12,150,1.670718576
Pernambuco,Mulher,38,Branca,10,800,1.764034443
Pernambuco,Mulher,49,Negra,1,50,1.721913037
Pernambuco,Mulher,43,Negra,1,70,1.742587228
Pernambuco,Mulher,61,Parda,1,90,1.606227009
Pernambuco,Mulher,68,Parda,3,150,1.601227101
Pernambuco,Mulher,43,Parda,4,150,1.894396398
Pernambuco,Mulher,39,Parda,1,110,1.801623086
Pernambuco,Mulher,34,Parda,1,90,1.614741817
Pernambuco,Mulher,52,Branca,16,2200,1.695403629
Pernambuco,Mulher,71,Negra,1,0,1.787799457
Pernambuco,Mulher,39,Parda,3,200,1.667208087
Pernambuco,Mulher,41,Parda,12,370,1.87148291
Pernambuco,Mulher,52,Parda,1,50,1.768035129
Pernambuco,Homem,33,Parda,16,940,1.871913936
Pernambuco,Mulher,36,Parda,5,1000,1.847769355
Pernambuco,Mulher,38,Parda,1,700,1.61850066
Pernambuco,Mulher,51,Negra,1,300,1.756724352
Pernambuco,Mulher,40,Branca,12,1500,1.770672982
Pernambuco,Homem,46,Branca,16,2600,1.802065768
Pernambuco,Homem,44,Parda,15,2220,1.811491162
Pernambuco,Homem,34,Parda,5,0,1.556392846
Pernambuco,Mulher,53,Parda,1,150,1.652782641
Pernambuco,Mulher,55,Parda,1,160,1.732890266
Pernambuco,Mulher,36,Branca,15,2220,1.74701349
Pernambuco,Mulher,25,Parda,13,900,1.830132242
Pernambuco,Mulher,37,Negra,12,200,1.684839368
Pernambuco,Mulher,48,Parda,3,800,1.793387524
Pernambuco,Mulher,58,Parda,1,0,1.712609205
Pernambuco,Mulher,62,Parda,5,150,1.595336074
Pernambuco,Mulher,76,Branca,5,500,1.708041952
Pernambuco,Mulher,67,Negra,1,70,1.743423265
Pernambuco,Mulher,60,Parda,1,90,1.832793457
Pernambuco,Mulher,31,Parda,4,300,1.73207845
Pernambuco,Mulher,57,Parda,5,60,1.733336637
Pernambuco,Mulher,65,Parda,1,50,1.670445704
Pernambuco,Mulher,46,Negra,2,600,1.71135609
Pernambuco,Mulher,69,Parda,5,300,1.787115533
Pernambuco,Mulher,37,Parda,9,200,1.673145918
Pernambuco,Mulher,57,Negra,3,300,1.711065949
Pernambuco,Homem,73,Parda,1,0,1.684019781
Pernambuco,Mulher,46,Parda,4,800,1.727951401
Pernambuco,Homem,61,Parda,5,120,1.642668293
Pernambuco,Mulher,21,Negra,10,500,1.726793991
Pernambuco,Mulher,33,Parda,5,788,1.7639046
Pernambuco,Mulher,54,Parda,9,3940,1.798062251
Pernambuco,Homem,57,Parda,16,1700,1.780348711
Pernambuco,Mulher,48,Negra,16,1400,1.662591216
Pernambuco,Mulher,41,Parda,6,1300,1.714409559
Pernambuco,Mulher,32,Parda,8,1500,1.597049542
Pernambuco,Homem,43,Parda,6,200,1.642060955
Pernambuco,Homem,45,Parda,12,788,1.729372042
Pernambuco,Homem,38,Parda,12,788,1.676102762
Pernambuco,Mulher,61,Parda,1,0,1.668387732
Pernambuco,Homem,55,Parda,5,1000,1.778282539
Pernambuco,Mulher,52,Parda,2,250,1.787187944
Pernambuco,Mulher,35,Parda,9,2500,1.807818278
Pernambuco,Mulher,62,Parda,1,0,1.745930824
Pernambuco,Mulher,26,Parda,1,220,1.782909432
Pernambuco,Mulher,54,Branca,1,400,1.7150087
Pernambuco,Mulher,45,Parda,1,0,1.673126759
Pernambuco,Mulher,31,Parda,12,788,1.539915963
Pernambuco,Mulher,30,Parda,6,788,1.573635263
Pernambuco,Homem,44,Parda,1,0,1.642516727
Pernambuco,Mulher,52,Parda,3,880,1.663931225
Pernambuco,Mulher,57,Parda,1,500,1.869353039
Pernambuco,Mulher,46,Parda,4,7000,1.745998321
Pernambuco,Mulher,38,Negra,5,900,1.657442268
Pernambuco,Mulher,41,Parda,5,5000,1.779019652
Pernambuco,Mulher,43,Parda,4,788,1.564182891
Pernambuco,Mulher,44,Negra,1,788,1.655198241
Pernambuco,Mulher,57,Parda,1,5000,1.753104602
Pernambuco,Mulher,48,Parda,3,0,1.839866376
Pernambuco,Mulher,51,Parda,5,3000,1.828821336
Pernambuco,Homem,41,Negra,7,500,1.793655776
Pernambuco,Homem,44,Branca,12,788,1.666745597
Pernambuco,Homem,51,Parda,9,500,1.754963262
Pernambuco,Mulher,79,Parda,4,500,1.806644463
Pernambuco,Mulher,63,Parda,4,1200,1.814115204
Pernambuco,Mulher,55,Parda,1,500,1.763920365
Pernambuco,Mulher,62,Parda,4,788,1.55375718
Pernambuco,Mulher,55,Branca,1,1200,1.640340554
Pernambuco,Mulher,33,Parda,10,1000,1.729942478
Pernambuco,Mulher,29,Branca,12,900,1.607760618
Pernambuco,Homem,50,Negra,12,788,1.818511915
Pernambuco,Homem,58,Parda,8,350,1.641757394
Pernambuco,Mulher,54,Parda,13,700,1.679473253
Pernambuco,Homem,34,Branca,16,300,1.633656249
Pernambuco,Mulher,28,Parda,5,200,1.747277003
Pernambuco,Homem,58,Branca,12,2300,1.791052426
Pernambuco,Homem,53,Parda,16,3400,1.761264753
Pernambuco,Mulher,35,Negra,6,500,1.544307764
Pernambuco,Mulher,62,Negra,1,600,1.836388427
Pernambuco,Mulher,41,Parda,5,788,1.716751983
Pernambuco,Homem,24,Parda,12,400,1.739548514
Pernambuco,Homem,47,Parda,5,788,1.697060261
Pernambuco,Mulher,49,Negra,7,788,1.62742752
Pernambuco,Homem,47,Parda,5,788,1.643224718
Pernambuco,Homem,54,Parda,1,0,1.655835222
Pernambuco,Mulher,33,Negra,1,200,1.622379581
Pernambuco,Mulher,51,Parda,1,788,1.688872605
Pernambuco,Mulher,34,Branca,14,2300,1.657985744
Pernambuco,Mulher,41,Parda,16,2000,1.598572038
Pernambuco,Mulher,39,Parda,6,300,1.614119541
Pernambuco,Homem,28,Branca,11,300,1.6917058
Pernambuco,Homem,27,Parda,10,250,1.688286949
Pernambuco,Homem,36,Parda,1,600,1.815318526
Pernambuco,Mulher,32,Negra,12,788,1.79081017
Pernambuco,Homem,37,Negra,16,3200,1.721962682
Pernambuco,Mulher,28,Parda,11,0,1.54410058
Pernambuco,Mulher,27,Parda,8,300,1.659947312
Pernambuco,Mulher,69,Parda,4,5284,1.735838316
Pernambuco,Homem,32,Branca,12,900,1.731739835
Pernambuco,Mulher,57,Parda,1,250,1.679385815
Pernambuco,Mulher,28,Negra,12,788,1.843318401
Pernambuco,Homem,43,Parda,16,1300,1.726694093
Pernambuco,Mulher,45,Parda,4,120,1.664430124
Pernambuco,Mulher,53,Parda,1,60,1.794054497
Pernambuco,Mulher,37,Branca,11,788,1.636817647
Pernambuco,Homem,65,Parda,1,50,1.782046524
Pernambuco,Mulher,46,Negra,4,90,1.770746509
Pernambuco,Homem,51,Parda,1,50,1.707637532
Pernambuco,Mulher,32,Parda,1,90,1.601523388
Pernambuco,Mulher,28,Parda,8,120,1.638673822
Pernambuco,Mulher,35,Parda,5,120,1.644471344
Pernambuco,Mulher,27,Parda,5,300,1.627914293
Pernambuco,Mulher,27,Branca,3,60,1.619567603
Pernambuco,Mulher,28,Parda,9,1200,1.666946811
Pernambuco,Homem,45,Negra,6,400,1.797306466
Pernambuco,Homem,36,Branca,12,500,1.92115568
Pernambuco,Homem,41,Branca,5,788,1.720685155
Pernambuco,Homem,40,Parda,7,788,1.685394711
Pernambuco,Homem,54,Parda,5,200,1.78936328
Pernambuco,Homem,43,Parda,6,400,1.610527435
Pernambuco,Mulher,36,Parda,12,1600,1.677828531
Pernambuco,Mulher,55,Parda,1,1500,1.69901831
Pernambuco,Mulher,61,Parda,16,1200,1.57778775
Pernambuco,Homem,52,Negra,12,0,1.571314315
Pernambuco,Mulher,28,Parda,12,788,1.801645184
Pernambuco,Homem,45,Negra,1,0,1.778928978
Pernambuco,Homem,34,Negra,6,788,1.613314095
Pernambuco,Homem,28,Parda,12,600,1.727662509
Pernambuco,Mulher,37,Parda,16,8000,1.71297415
Pernambuco,Homem,28,Negra,15,1070,1.619663601
Pernambuco,Mulher,44,Branca,1,200,1.776204103
Pernambuco,Homem,49,Parda,1,50,1.750415998
Pernambuco,Homem,52,Parda,6,0,1.746895104
Pernambuco,Mulher,34,Parda,5,500,1.658337749
Pernambuco,Homem,55,Negra,5,150,1.7361997
Pernambuco,Homem,40,Parda,5,350,1.650245402
Pernambuco,Homem,37,Parda,6,200,1.689491559
Pernambuco,Mulher,34,Parda,7,2500,1.771731354
Pernambuco,Mulher,35,Parda,13,2500,1.647046004
Pernambuco,Homem,38,Parda,16,3797,1.724180741
Pernambuco,Mulher,57,Parda,13,1500,1.749137069
Pernambuco,Mulher,34,Parda,16,6900,1.752474279
