UF,Sexo,Idade,Cor,Anos de Estudo,Renda,Altura
Rondônia,Mulher,23,Parda,12,800,1.603807616
Rondônia,Homem,23,Branca,12,1150,1.739789827
Rondônia,Homem,35,Parda,15,880,1.760443822
Rondônia,Mulher,46,Branca,6,3500,1.783157945
Rondônia,Homem,47,Parda,9,150,1.690630954
Rondônia,Homem,34,Parda,12,790,1.637905598
Rondônia,Mulher,57,Parda,12,3150,1.570078218
Rondônia,Homem,60,Parda,12,1700,1.608495442
Rondônia,Homem,50,Negra,14,1800,1.780328883
Rondônia,Mulher,26,Parda,12,1150,1.793202625
Rondônia,Homem,46,Parda,12,3000,1.787003282
Rondônia,Homem,49,Parda,6,2500,1.712911548
Rondônia,Homem,52,Branca,6,1200,1.736442076
Rondônia,Mulher,38,Parda,12,2000,1.750826666
Rondônia,Mulher,45,Branca,12,2000,1.780450392
Rondônia,Mulher,34,Branca,16,6000,1.711825037
Rondônia,Homem,43,Parda,10,1050,1.789011804
Rondônia,Mulher,53,Parda,16,7000,1.673665133
Rondônia,Mulher,57,Branca,12,2000,1.715137632
Rondônia,Homem,62,Parda,12,1150,1.76597309
Rondônia,Mulher,69,Parda,1,3030,1.746351196
Rondônia,Homem,41,Parda,16,4000,1.660873129
Rondônia,Mulher,34,Parda,5,788,1.746048026
Rondônia,Mulher,25,Parda,12,1000,1.726496158
Rondônia,Mulher,33,Parda,9,800,1.778913561
Rondônia,Homem,44,Parda,5,788,1.668637941
Rondônia,Mulher,33,Branca,16,1600,1.783770601
Rondônia,Mulher,65,Branca,12,1700,1.873445247
Rondônia,Mulher,33,Parda,14,2000,1.890250314
Rondônia,Mulher,32,Parda,12,2400,1.660204145
Rondônia,Mulher,43,Parda,5,3000,1.636361741
Rondônia,Mulher,30,Parda,1,920,1.685590822
Rondônia,Mulher,26,Branca,10,1300,1.68402625
Rondônia,Mulher,52,Branca,15,2000,1.67104419
Rondônia,Mulher,62,Parda,1,1300,1.632129706
Rondônia,Mulher,64,Indígena,5,600,1.712121503
Rondônia,Mulher,31,Parda,7,1200,1.763447989
Rondônia,Mulher,63,Branca,3,1000,1.694500204
Rondônia,Homem,40,Branca,9,1000,1.705147683
Rondônia,Mulher,47,Negra,9,1500,1.672258066
Rondônia,Mulher,34,Branca,7,900,1.645452653
Rondônia,Mulher,33,Parda,6,900,1.814785789
Rondônia,Mulher,63,Parda,6,0,1.652746296
Rondônia,Homem,40,Parda,2,300,1.757341995
Rondônia,Mulher,41,Parda,6,1600,1.611286043
Rondônia,Mulher,28,Branca,10,1500,1.693976403
Rondônia,Homem,32,Parda,12,750,1.684819452
Rondônia,Mulher,44,Branca,1,800,1.701974845
Rondônia,Homem,38,Branca,12,3600,1.599083153
Rondônia,Mulher,41,Branca,4,1500,1.646862718
Rondônia,Mulher,62,Parda,8,3000,1.752071058
Rondônia,Mulher,37,Parda,7,2300,1.576576371
Rondônia,Mulher,41,Branca,12,1500,1.697451547
Rondônia,Mulher,41,Parda,12,4500,1.573698003
Rondônia,Homem,46,Branca,16,4800,1.727453392
Rondônia,Homem,46,Parda,12,900,1.663525091
Rondônia,Homem,45,Branca,7,400,1.450378572
Rondônia,Mulher,60,Parda,2,1050,1.75151196
Rondônia,Homem,38,Parda,7,850,1.599067442
Rondônia,Homem,32,Parda,12,650,1.62281412
Rondônia,Homem,39,Parda,6,300,1.523482727
Rondônia,Homem,49,Parda,5,900,1.677850056
Rondônia,Homem,34,Branca,11,1000,1.77007179
Rondônia,Homem,38,Parda,8,970,1.799870428
Rondônia,Homem,36,Negra,12,1000,1.704955017
Rondônia,Homem,45,Branca,7,600,1.674563104
Rondônia,Mulher,49,Negra,10,1000,1.810539927
Rondônia,Homem,44,Negra,10,800,1.741427298
Rondônia,Mulher,73,Parda,1,0,1.799846494
Rondônia,Mulher,56,Branca,6,200,1.492688377
Rondônia,Mulher,33,Parda,4,1400,1.66788028
Rondônia,Mulher,27,Branca,12,2500,1.827358586
Rondônia,Mulher,49,Branca,4,3000,1.774589199
Rondônia,Mulher,57,Parda,2,1100,1.709833981
Rondônia,Mulher,41,Parda,17,2000,1.7085447
Rondônia,Mulher,39,Branca,11,1400,1.827305281
Rondônia,Mulher,23,Parda,5,788,1.70508676
Rondônia,Mulher,39,Parda,9,1400,1.785680605
Rondônia,Mulher,35,Negra,4,1000,1.645685159
Rondônia,Mulher,30,Parda,4,600,1.754153474
Rondônia,Mulher,35,Parda,4,788,1.772827632
Rondônia,Mulher,36,Branca,4,500,1.718663746
Rondônia,Mulher,37,Parda,4,1500,1.7149494
Rondônia,Mulher,60,Negra,1,1400,1.650202938
Rondônia,Mulher,38,Branca,9,600,1.727064502
Rondônia,Mulher,43,Branca,9,800,1.765924712
Rondônia,Mulher,42,Branca,9,1200,1.742593838
Rondônia,Mulher,51,Branca,9,2500,1.76866907
Rondônia,Homem,33,Parda,12,1200,1.764367928
Rondônia,Mulher,46,Branca,1,2000,1.713904438
Rondônia,Homem,29,Negra,15,1300,1.745392257
Rondônia,Mulher,40,Parda,9,800,1.59311812
Rondônia,Homem,46,Parda,1,550,1.591341012
Rondônia,Mulher,25,Branca,6,975,1.864178568
Rondônia,Mulher,32,Parda,5,1500,1.790890146
Rondônia,Mulher,40,Branca,12,1200,1.67198338
Rondônia,Mulher,26,Negra,9,1145,1.717498162
Rondônia,Homem,49,Parda,1,1200,1.632010545
Rondônia,Mulher,37,Parda,9,1500,1.701369066
Rondônia,Mulher,24,Negra,12,1200,1.542187487
Rondônia,Homem,40,Parda,9,850,1.784559772
Rondônia,Mulher,39,Parda,10,1200,1.679341936
Rondônia,Mulher,39,Parda,11,900,1.772286883
Rondônia,Mulher,41,Parda,2,1200,1.669996473
Rondônia,Mulher,36,Parda,9,2500,1.661693983
Rondônia,Homem,37,Parda,11,400,1.719933842
Rondônia,Mulher,28,Negra,12,1100,1.728302429
Rondônia,Mulher,32,Branca,12,1200,1.653043786
Rondônia,Mulher,24,Negra,12,2500,1.620771725
Rondônia,Mulher,39,Branca,14,4000,1.510171114
Rondônia,Mulher,33,Branca,16,2500,1.623599656
Rondônia,Homem,49,Parda,6,788,1.701556571
Rondônia,Mulher,37,Branca,12,2000,1.566850054
Rondônia,Mulher,35,Negra,12,788,1.570629405
Rondônia,Homem,55,Parda,9,380,1.891911461
Rondônia,Mulher,24,Parda,12,836,1.665663657
Rondônia,Mulher,34,Parda,15,1250,1.709368199
Rondônia,Mulher,27,Branca,12,1325,1.607844631
Rondônia,Mulher,50,Branca,8,1550,1.787377877
Rondônia,Mulher,53,Indígena,8,1800,1.608399085
Rondônia,Mulher,67,Negra,1,1500,1.763905316
Rondônia,Mulher,52,Branca,12,20000,1.635818853
Rondônia,Mulher,42,Parda,5,3000,1.738460556
Rondônia,Homem,66,Branca,1,1600,1.826377869
Rondônia,Mulher,47,Branca,4,788,1.738136803
Rondônia,Mulher,60,Parda,9,1400,1.72215259
Rondônia,Mulher,29,Branca,11,580,1.682925706
Rondônia,Mulher,55,Branca,5,1500,1.727120107
Rondônia,Mulher,55,Branca,5,1000,1.76526822
Rondônia,Mulher,56,Branca,5,100,1.731027167
Rondônia,Mulher,69,Branca,9,0,1.611123982
Rondônia,Mulher,51,Branca,4,1000,1.615538212
Rondônia,Homem,25,Parda,12,390,1.629709329
Rondônia,Mulher,49,Parda,3,788,1.726483566
Rondônia,Mulher,61,Negra,4,1800,1.538167873
Rondônia,Homem,54,Parda,1,400,1.738933215
Rondônia,Mulher,37,Parda,7,1500,1.651192628
Rondônia,Mulher,39,Branca,9,2000,1.666723724
Rondônia,Mulher,52,Branca,5,350,1.781144172
Rondônia,Mulher,48,Branca,2,1600,1.71785355
Rondônia,Mulher,40,Parda,8,1600,1.513863366
Rondônia,Mulher,73,Branca,1,1000,1.553525857
Rondônia,Mulher,49,Branca,3,788,1.72315498
Rondônia,Mulher,45,Parda,16,3000,1.743084772
Rondônia,Mulher,80,Branca,5,2000,1.66802203
Rondônia,Mulher,45,Parda,12,10000,1.7471745
Rondônia,Homem,34,Negra,16,900,1.777475303
Rondônia,Mulher,65,Branca,7,6000,1.840835531
Rondônia,Homem,23,Branca,15,1600,1.730926053
Rondônia,Mulher,52,Branca,12,1300,1.723572813
Rondônia,Homem,32,Parda,12,1400,1.559549881
Rondônia,Homem,36,Parda,12,1400,1.729987752
Rondônia,Mulher,28,Branca,16,3500,1.592238852
Rondônia,Mulher,48,Branca,12,2500,1.636973911
Rondônia,Mulher,36,Parda,12,1700,1.654289422
Rondônia,Mulher,48,Branca,9,4500,1.732583823
Rondônia,Homem,42,Branca,12,1700,1.627887329
Rondônia,Homem,46,Branca,12,4124,1.718625846
Rondônia,Homem,51,Parda,12,1500,1.59485698
Rondônia,Mulher,26,Parda,12,1200,1.731993035
Rondônia,Mulher,25,Parda,13,1000,1.871046059
Rondônia,Mulher,27,Parda,12,1200,1.763705326
Rondônia,Mulher,28,Parda,12,1600,1.579531361
Rondônia,Homem,37,Parda,11,950,1.709822149
Rondônia,Mulher,26,Parda,11,1500,1.674497651
Rondônia,Mulher,27,Parda,11,1500,1.692249071
Rondônia,Mulher,41,Parda,16,4000,1.706601775
Rondônia,Mulher,49,Branca,6,900,1.772734561
Rondônia,Mulher,32,Parda,16,6000,1.727408774
Rondônia,Mulher,41,Negra,1,3000,1.778035651
Rondônia,Mulher,30,Branca,16,6000,1.735782272
Rondônia,Mulher,79,Branca,12,0,1.787522442
Rondônia,Mulher,52,Parda,15,2200,1.789394412
Rondônia,Mulher,36,Branca,12,2000,1.639359278
Rondônia,Mulher,35,Parda,16,4000,1.738335643
Rondônia,Mulher,50,Parda,1,1000,1.743165296
Rondônia,Mulher,53,Parda,1,1400,1.554162354
Rondônia,Homem,32,Parda,5,788,1.772603355
Rondônia,Homem,36,Branca,9,788,1.677731391
Rondônia,Mulher,52,Negra,9,1700,1.684526315
Rondônia,Mulher,55,Parda,1,1000,1.727906955
Rondônia,Mulher,42,Branca,16,3000,1.720236047
Rondônia,Mulher,35,Parda,5,1500,1.679200749
Rondônia,Mulher,71,Branca,6,1100,1.739955274
Rondônia,Mulher,31,Negra,1,1000,1.758267501
Rondônia,Homem,43,Parda,12,1100,1.717289179
Rondônia,Mulher,51,Parda,9,1200,1.660772859
Rondônia,Mulher,37,Parda,9,2580,1.649140632
Rondônia,Mulher,38,Parda,17,1900,1.707080223
Rondônia,Homem,35,Parda,16,2150,1.679997644
Rondônia,Mulher,26,Branca,12,1800,1.73665454
Rondônia,Homem,50,Parda,6,300,1.681007713
Rondônia,Mulher,59,Parda,5,1300,1.691254559
Rondônia,Mulher,25,Parda,12,788,1.714962843
Rondônia,Homem,42,Branca,16,2800,1.72502471
Rondônia,Mulher,41,Parda,5,1440,1.660942452
Rondônia,Mulher,38,Parda,5,850,1.711345558
Rondônia,Homem,36,Branca,16,9000,1.724220376
Rondônia,Mulher,32,Parda,15,7800,1.729626334
Rondônia,Mulher,45,Parda,5,1200,1.614643223
Rondônia,Homem,26,Branca,11,1500,1.656445512
Rondônia,Homem,28,Branca,12,3000,1.668200817
Rondônia,Mulher,29,Parda,6,400,1.648669596
Rondônia,Homem,30,Parda,7,550,1.837242863
Rondônia,Homem,36,Parda,12,1200,1.741514536
Rondônia,Mulher,25,Parda,12,1500,1.735279131
Rondônia,Mulher,26,Parda,6,1100,1.758025719
Rondônia,Homem,44,Parda,6,900,1.61644168
Rondônia,Homem,19,Branca,12,2300,1.804838993
Rondônia,Mulher,34,Indígena,16,8000,1.649053073
Rondônia,Mulher,36,Parda,13,1400,1.807143241
Rondônia,Homem,36,Parda,16,5000,1.654739706
Rondônia,Mulher,39,Branca,3,2500,1.65973197
Rondônia,Mulher,32,Parda,12,1490,1.833820401
Rondônia,Mulher,57,Parda,3,2300,1.752300365
Rondônia,Homem,28,Branca,5,430,1.739136095
Rondônia,Mulher,28,Branca,9,400,1.636523743
Rondônia,Homem,36,Parda,12,300,1.749389281
Rondônia,Mulher,46,Parda,10,160,1.700809575
Rondônia,Mulher,49,Branca,16,900,1.594849162
Rondônia,Mulher,39,Parda,4,688,1.844883796
Rondônia,Mulher,49,Branca,9,400,1.654019078
Rondônia,Mulher,55,Branca,3,1000,1.816873908
Rondônia,Mulher,60,Parda,9,0,1.715936556
Rondônia,Mulher,55,Parda,9,8000,1.837528846
Rondônia,Homem,22,Branca,16,805,1.815143228
Rondônia,Mulher,42,Parda,12,6000,1.740019168
Rondônia,Mulher,35,Branca,16,2000,1.610327007
Rondônia,Mulher,38,Parda,12,850,1.776701002
Rondônia,Mulher,29,Branca,16,5200,1.605596826
Rondônia,Mulher,66,Negra,2,789,1.710531655
Rondônia,Mulher,48,Branca,1,2000,1.60734188
Rondônia,Mulher,34,Parda,16,5000,1.671755171
Rondônia,Homem,49,Parda,12,400,1.606770127
Rondônia,Mulher,49,Branca,9,1800,1.564118322
Rondônia,Mulher,62,Branca,12,4000,1.712222929
Rondônia,Mulher,28,Negra,12,1000,1.745179769
Rondônia,Homem,32,Parda,6,200,1.612323235
Rondônia,Mulher,41,Branca,1,250,1.811847854
Rondônia,Mulher,52,Parda,3,800,1.727525317
Rondônia,Mulher,43,Parda,12,1600,1.759334993
Rondônia,Mulher,39,Branca,8,800,1.679203572
Rondônia,Mulher,37,Parda,6,1600,1.728953956
Rondônia,Mulher,67,Parda,1,1000,1.643999861
Rondônia,Mulher,54,Branca,5,2500,1.735019871
Rondônia,Mulher,77,Parda,1,250,1.791420938
Rondônia,Mulher,64,Parda,4,1000,1.715299407
Rondônia,Mulher,58,Branca,1,10000,1.722839364
Rondônia,Mulher,57,Parda,3,1200,1.804646938
Rondônia,Mulher,43,Parda,13,1200,1.778950307
Rondônia,Mulher,64,Parda,5,3000,1.705584335
Rondônia,Mulher,52,Branca,7,1200,1.733608819
Rondônia,Mulher,52,Parda,1,2500,1.753327657
Rondônia,Homem,26,Parda,15,1000,1.817722725
Rondônia,Mulher,41,Branca,12,2700,1.706976565
Rondônia,Mulher,24,Parda,16,1300,1.772257117
Rondônia,Homem,31,Parda,6,500,1.76083604
Rondônia,Homem,29,Branca,14,1000,1.711327999
Rondônia,Mulher,41,Parda,5,1500,1.76445333
Rondônia,Mulher,44,Parda,6,1900,1.634594403
Rondônia,Homem,38,Branca,7,1300,1.721233932
Rondônia,Homem,62,Parda,10,300,1.62495925
Rondônia,Mulher,59,Branca,1,788,1.784691602
Rondônia,Homem,60,Branca,3,788,1.709539664
Rondônia,Mulher,48,Branca,5,2500,1.740528997
Rondônia,Mulher,56,Branca,2,788,1.721948047
Rondônia,Homem,32,Branca,9,1020,1.624170747
Rondônia,Homem,43,Parda,1,600,1.610421713
Rondônia,Homem,26,Parda,12,1920,1.715418767
Rondônia,Mulher,57,Negra,5,1500,1.730241951
Rondônia,Mulher,39,Parda,1,788,1.587156567
Rondônia,Mulher,45,Branca,12,1000,1.794884073
Rondônia,Mulher,51,Parda,2,2500,1.715059812
Rondônia,Mulher,34,Branca,12,789,1.838923596
Rondônia,Homem,40,Negra,7,830,1.631127346
Rondônia,Homem,36,Branca,12,1000,1.530269667
Rondônia,Mulher,55,Parda,7,1800,1.755595003
Rondônia,Mulher,49,Branca,8,2300,1.835355316
Rondônia,Mulher,39,Parda,12,800,1.672349006
Rondônia,Homem,39,Parda,6,788,1.641681806
Rondônia,Homem,38,Negra,16,1200,1.700708687
Rondônia,Homem,17,Branca,11,230,1.840929648
Rondônia,Mulher,51,Branca,16,2364,1.617595593
Rondônia,Homem,56,Branca,7,500,1.609445009
Rondônia,Homem,45,Parda,1,1800,1.709539346
Rondônia,Mulher,57,Branca,3,3650,1.638209027
Rondônia,Mulher,69,Branca,1,850,1.699977664
Rondônia,Homem,38,Parda,5,0,1.726380083
Rondônia,Mulher,31,Branca,9,2000,1.533781023
Rondônia,Mulher,54,Parda,1,1500,1.793828782
Rondônia,Mulher,41,Branca,5,700,1.785477747
Rondônia,Mulher,43,Branca,4,750,1.608269896
Rondônia,Mulher,40,Branca,5,800,1.698189024
Rondônia,Mulher,39,Parda,1,1200,1.664920063
Rondônia,Mulher,42,Branca,4,1400,1.729185303
Rondônia,Mulher,58,Parda,1,750,1.654449975
Rondônia,Homem,23,Parda,9,300,1.822339604
Rondônia,Homem,43,Parda,10,788,1.530682737
Rondônia,Mulher,38,Parda,6,400,1.840644739
Rondônia,Mulher,38,Branca,16,400,1.754663691
Rondônia,Homem,38,Negra,6,788,1.698167372
Rondônia,Mulher,37,Parda,1,788,1.594890204
Rondônia,Homem,59,Parda,4,1500,1.534158814
Rondônia,Mulher,50,Parda,7,1500,1.680383502
Rondônia,Mulher,31,Branca,16,3000,1.7207937
Rondônia,Mulher,44,Parda,12,1400,1.781007987
Rondônia,Mulher,27,Parda,12,1000,1.634692307
Rondônia,Homem,36,Parda,12,800,1.879012232
Rondônia,Mulher,37,Parda,7,800,1.730865592
Rondônia,Mulher,49,Parda,12,700,1.858994735
Rondônia,Mulher,55,Parda,8,900,1.731334193
Rondônia,Mulher,37,Negra,9,788,1.81014312
Rondônia,Homem,52,Parda,12,788,1.553276832
Rondônia,Homem,38,Parda,1,400,1.77528698
Rondônia,Homem,66,Parda,16,2000,1.729180189
Rondônia,Mulher,63,Branca,12,3000,1.849865103
Rondônia,Homem,31,Parda,15,300,1.770795407
Rondônia,Homem,49,Parda,12,1300,1.79307671
Rondônia,Mulher,46,Branca,6,1200,1.720288563
Rondônia,Mulher,45,Parda,8,1500,1.776154971
Rondônia,Homem,33,Negra,10,200,1.72527463
Rondônia,Mulher,58,Negra,8,1600,1.672713166
Rondônia,Mulher,54,Parda,3,1200,1.553054861
Rondônia,Mulher,72,Parda,1,1500,1.734895336
Rondônia,Mulher,70,Parda,1,400,1.604257134
Rondônia,Mulher,50,Parda,6,350,1.739618858
Rondônia,Mulher,64,Branca,5,2400,1.745479841
Rondônia,Mulher,61,Parda,5,0,1.598207291
Rondônia,Mulher,53,Parda,1,788,1.837902771
Rondônia,Mulher,38,Parda,6,800,1.651160293
Rondônia,Mulher,72,Parda,1,0,1.657999179
Rondônia,Mulher,22,Branca,8,1100,1.779518039
Rondônia,Mulher,50,Branca,13,2500,1.92579977
Rondônia,Mulher,49,Parda,2,0,1.798253592
Rondônia,Mulher,41,Branca,16,2000,1.676554676
Rondônia,Mulher,31,Branca,14,3000,1.728661239
Rondônia,Mulher,44,Branca,16,5000,1.749771342
Rondônia,Mulher,41,Branca,16,3500,1.576958875
Rondônia,Mulher,42,Parda,9,3500,1.556648626
Rondônia,Mulher,18,Parda,10,800,1.69346055
Rondônia,Mulher,41,Negra,5,800,1.720577135
Rondônia,Homem,23,Parda,14,850,1.793628846
Rondônia,Mulher,37,Parda,9,850,1.685051771
Rondônia,Homem,47,Branca,17,788,1.813393331
Rondônia,Mulher,19,Parda,9,1500,1.651605414
Rondônia,Mulher,35,Parda,9,1000,1.581273642
Rondônia,Mulher,33,Parda,12,1200,1.735513155
Rondônia,Homem,34,Parda,10,800,1.618622823
Rondônia,Mulher,36,Parda,6,2000,1.619677459
Rondônia,Homem,38,Branca,8,1000,1.693734834
Rondônia,Homem,33,Parda,16,2000,1.610727425
Rondônia,Mulher,58,Parda,1,800,1.600100393
Rondônia,Homem,46,Parda,9,788,1.800521066
Rondônia,Mulher,56,Parda,4,1300,1.619059013
Rondônia,Mulher,34,Parda,12,2500,1.673185626
Rondônia,Mulher,28,Parda,6,1000,1.799869738
Rondônia,Mulher,27,Parda,12,3500,1.680026871
Rondônia,Mulher,28,Parda,4,800,1.672872093
Rondônia,Mulher,22,Branca,9,788,1.747933413
Rondônia,Mulher,44,Negra,9,1500,1.717878112
Rondônia,Mulher,32,Parda,9,1600,1.72177337
Rondônia,Mulher,36,Parda,8,1700,1.845530572
Rondônia,Mulher,39,Parda,7,2000,1.73888129
Rondônia,Mulher,45,Parda,16,1000,1.836743013
Rondônia,Homem,39,Negra,9,100,1.726598949
Rondônia,Homem,21,Branca,9,788,1.735220523
Rondônia,Mulher,26,Parda,12,1400,1.638165938
Rondônia,Mulher,44,Parda,16,1200,1.717992835
Rondônia,Mulher,40,Parda,5,1500,1.49861126
Rondônia,Mulher,57,Branca,5,1300,1.680255885
Rondônia,Mulher,40,Negra,8,600,1.651368209
Rondônia,Mulher,41,Parda,6,900,1.727758113
Rondônia,Mulher,44,Branca,4,1200,1.655147987
Rondônia,Mulher,40,Parda,5,2000,1.75275962
Rondônia,Mulher,44,Parda,12,900,1.789949139
Rondônia,Mulher,51,Parda,1,2000,1.752622471
Rondônia,Mulher,35,Parda,4,900,1.673762837
Rondônia,Mulher,22,Parda,1,788,1.654788996
Rondônia,Mulher,44,Parda,4,900,1.607891899
Rondônia,Mulher,31,Parda,9,1500,1.686726382
Rondônia,Mulher,22,Parda,12,788,1.567346954
Rondônia,Mulher,61,Branca,16,10000,1.618431434
Rondônia,Homem,26,Parda,10,788,1.779590173
Rondônia,Mulher,56,Parda,12,2800,1.856666759
Rondônia,Mulher,53,Parda,9,788,1.643559757
Rondônia,Mulher,37,Parda,1,788,1.754062252
Rondônia,Mulher,24,Branca,11,2000,1.701151149
Rondônia,Homem,34,Branca,12,789,1.778533399
Rondônia,Mulher,25,Parda,14,1500,1.686974776
Rondônia,Homem,40,Branca,14,2800,1.723082263
Rondônia,Mulher,63,Parda,9,3000,1.664390525
Rondônia,Mulher,36,Parda,12,1200,1.778775969
Rondônia,Homem,32,Parda,13,2000,1.604770597
Rondônia,Mulher,50,Branca,9,1000,1.748451233
Rondônia,Mulher,47,Parda,7,2500,1.738575623
Rondônia,Homem,45,Parda,16,1150,1.743459633
Rondônia,Mulher,36,Branca,5,2000,1.711175816
Rondônia,Mulher,46,Branca,9,5000,1.793000554
Rondônia,Mulher,47,Branca,12,3000,1.789784135
Rondônia,Mulher,56,Branca,16,8000,1.709297771
Rondônia,Mulher,46,Parda,6,1200,1.673878003
Rondônia,Mulher,47,Parda,12,2500,1.689472643
Rondônia,Mulher,52,Parda,9,10000,1.728276901
Rondônia,Homem,23,Parda,7,788,1.711909504
Rondônia,Mulher,38,Negra,12,2400,1.779836869
Rondônia,Mulher,52,Branca,9,3000,1.639235512
Rondônia,Mulher,29,Parda,16,1900,1.802592345
Rondônia,Mulher,40,Parda,16,7500,1.736740461
Rondônia,Mulher,58,Parda,12,3310,1.724049175
Rondônia,Mulher,28,Parda,5,900,1.584638218
Rondônia,Mulher,52,Parda,1,800,1.732961146
Rondônia,Mulher,38,Parda,6,3500,1.6859077
Rondônia,Mulher,22,Parda,12,1000,1.684574172
Rondônia,Mulher,49,Branca,5,8500,1.711913319
Rondônia,Homem,59,Parda,5,250,1.580498823
Rondônia,Mulher,42,Branca,2,950,1.727489959
Rondônia,Mulher,40,Parda,4,1300,1.830929004
Rondônia,Mulher,20,Parda,9,1500,1.661791496
Rondônia,Homem,58,Parda,16,2000,1.777485465
Rondônia,Mulher,51,Parda,12,7000,1.65469875
Rondônia,Mulher,62,Parda,12,6000,1.774268264
Rondônia,Mulher,36,Branca,12,3400,1.741173403
Rondônia,Homem,46,Branca,12,788,1.653608061
Rondônia,Mulher,54,Parda,12,1200,1.743742384
Rondônia,Homem,51,Parda,12,780,1.727718085
Rondônia,Mulher,37,Branca,12,788,1.733625776
Rondônia,Mulher,22,Parda,11,2000,1.745545114
Rondônia,Mulher,21,Parda,7,1400,1.671334076
Rondônia,Mulher,47,Parda,16,1800,1.574972387
Rondônia,Homem,38,Parda,6,900,1.684613226
Rondônia,Mulher,69,Branca,1,1182,1.683305087
Rondônia,Mulher,68,Parda,1,600,1.733743937
Rondônia,Mulher,57,Parda,16,4200,1.724617047
Rondônia,Homem,36,Negra,12,788,1.630642529
Rondônia,Homem,47,Parda,13,150,1.49652401
Rondônia,Mulher,59,Branca,13,4000,1.819988588
Rondônia,Mulher,53,Parda,16,7000,1.788792734
Rondônia,Homem,46,Branca,16,1700,1.63075336
Rondônia,Homem,59,Branca,9,80,1.840218073
Rondônia,Mulher,44,Parda,12,800,1.637466793
Rondônia,Mulher,29,Parda,12,1000,1.847668727
Rondônia,Homem,50,Parda,6,2000,1.740231338
Rondônia,Homem,54,Negra,5,788,1.582048118
Rondônia,Homem,47,Parda,5,870,1.633458627
Rondônia,Mulher,33,Parda,7,1200,1.661903251
Rondônia,Mulher,63,Parda,1,200,1.74140719
Rondônia,Homem,37,Parda,11,1100,1.796194806
Rondônia,Mulher,61,Negra,5,1000,1.817428265
Rondônia,Mulher,42,Branca,9,2000,1.669562863
Rondônia,Homem,34,Parda,10,200,1.697745534
Rondônia,Mulher,37,Negra,16,4300,1.758374665
Rondônia,Mulher,39,Branca,12,2000,1.574776992
Rondônia,Mulher,36,Parda,4,1200,1.674280747
Rondônia,Mulher,56,Parda,2,1070,1.628137374
Rondônia,Mulher,59,Branca,6,1000,1.831915196
Rondônia,Mulher,46,Branca,9,800,1.783098992
Rondônia,Mulher,48,Branca,16,5000,1.749381315
Rondônia,Mulher,59,Parda,1,350,1.693126416
Rondônia,Mulher,20,Parda,8,500,1.722843495
Rondônia,Mulher,41,Parda,10,500,1.691885531
Rondônia,Mulher,61,Branca,1,1100,1.846371672
Rondônia,Mulher,27,Branca,12,1200,1.70121296
Rondônia,Homem,50,Parda,4,788,1.652795699
Rondônia,Mulher,74,Branca,3,1000,1.576525886
Rondônia,Homem,59,Parda,9,400,1.48963102
Rondônia,Mulher,36,Parda,4,788,1.759130275
Rondônia,Mulher,57,Negra,5,150,1.54189054
Rondônia,Mulher,34,Branca,9,3000,1.661599897
Rondônia,Mulher,40,Parda,12,1300,1.767950664
Rondônia,Mulher,52,Parda,5,200,1.752975967
Rondônia,Mulher,29,Parda,11,788,1.794573155
Rondônia,Homem,59,Negra,2,250,1.664267692
Rondônia,Mulher,43,Parda,12,1000,1.71799009
Rondônia,Mulher,43,Parda,6,788,1.686677201
Rondônia,Homem,39,Parda,9,788,1.662565011
Rondônia,Mulher,38,Branca,12,2000,1.803529273
Rondônia,Homem,27,Negra,1,600,1.632839736
Rondônia,Mulher,36,Branca,12,600,1.608022778
Rondônia,Mulher,56,Parda,8,4500,1.757959655
Rondônia,Mulher,34,Negra,12,1000,1.797798255
Rondônia,Mulher,61,Parda,3,788,1.802870341
Rondônia,Mulher,32,Branca,9,1400,1.822337228
Rondônia,Homem,53,Branca,6,500,1.794157648
Rondônia,Mulher,59,Negra,12,0,1.71723851
Rondônia,Mulher,57,Parda,8,350,1.797763391
Rondônia,Mulher,38,Parda,12,920,1.740909945
Rondônia,Homem,35,Branca,16,2400,1.60081945
Rondônia,Homem,40,Branca,6,800,1.774058089
Rondônia,Mulher,34,Parda,5,4800,1.756893984
Rondônia,Mulher,31,Parda,12,3000,1.650361065
Rondônia,Mulher,34,Branca,9,1200,1.739312464
Rondônia,Mulher,34,Parda,11,1500,1.516083715
Rondônia,Mulher,22,Branca,8,2500,1.595411434
Rondônia,Mulher,64,Branca,12,1500,1.765973824
Rondônia,Mulher,53,Branca,16,1500,1.725466892
Rondônia,Mulher,36,Branca,12,1500,1.801506807
Rondônia,Mulher,29,Branca,9,1000,1.544522834
Rondônia,Mulher,49,Branca,2,2000,1.7441112
Rondônia,Mulher,35,Parda,9,1300,1.757073127
Rondônia,Mulher,21,Parda,12,1200,1.628301491
Rondônia,Homem,30,Parda,5,1400,1.643452224
Rondônia,Mulher,52,Parda,5,1000,1.824898197
Rondônia,Mulher,37,Branca,5,1500,1.735052943
Rondônia,Homem,57,Parda,10,1000,1.742390154
Rondônia,Mulher,31,Parda,15,2500,1.659751587
Rondônia,Mulher,58,Parda,5,200,1.700024429
Rondônia,Mulher,34,Parda,7,1270,1.654674812
Rondônia,Mulher,49,Parda,4,788,1.638713738
Rondônia,Homem,31,Branca,13,1200,1.802602651
Rondônia,Homem,38,Parda,9,1500,1.723881965
